,speed1,speed2,speed3,speed4,speed5,speed6,ScenarioID,road,reward,scenario,strategy
7_scenario_10|road4|jerk|sunny_night|greedy,2.316,2.148,1.937,1.723,1.557,1.568,7_scenario_10,road4,jerk,sunny_night,greedy
7_scenario_11|road4|jerk|sunny_night|greedy,1.392,1.179,1.539,1.446,1.21,1.009,7_scenario_11,road4,jerk,sunny_night,greedy
7_scenario_12|road4|jerk|sunny_night|greedy,1.476,1.112,0.849,0.001,0.998,0.816,7_scenario_12,road4,jerk,sunny_night,greedy
7_scenario_2|road4|jerk|sunny_night|greedy,8.86,8.963,9.08,9.179,9.387,9.649,7_scenario_2,road4,jerk,sunny_night,greedy
7_scenario_3|road4|jerk|sunny_night|greedy,9.917,10.008,10.1,10.189,10.275,10.359,7_scenario_3,road4,jerk,sunny_night,greedy
7_scenario_4|road4|jerk|sunny_night|greedy,10.445,10.528,7.988,6.736,5.936,5.29,7_scenario_4,road4,jerk,sunny_night,greedy
7_scenario_5|road4|jerk|sunny_night|greedy,4.999,6.085,4.768,6.129,7.059,7.095,7_scenario_5,road4,jerk,sunny_night,greedy
7_scenario_6|road4|jerk|sunny_night|greedy,7.672,8.464,8.577,7.658,7.683,7.049,7_scenario_6,road4,jerk,sunny_night,greedy
7_scenario_7|road4|jerk|sunny_night|greedy,6.381,5.471,4.197,1.325,0.002,0.0,7_scenario_7,road4,jerk,sunny_night,greedy
7_scenario_8|road4|jerk|sunny_night|greedy,1.675,3.001,3.993,4.433,4.167,3.972,7_scenario_8,road4,jerk,sunny_night,greedy
7_scenario_9|road4|jerk|sunny_night|greedy,3.774,3.255,3.312,2.883,3.05,2.512,7_scenario_9,road4,jerk,sunny_night,greedy
8_scenario_0|road4|jerk|sunny_night|greedy,0.04,1.658,3.489,4.99,6.584,8.145,8_scenario_0,road4,jerk,sunny_night,greedy
8_scenario_1|road4|jerk|sunny_night|greedy,8.387,9.187,9.419,9.67,9.941,8.836,8_scenario_1,road4,jerk,sunny_night,greedy
8_scenario_10|road4|jerk|sunny_night|greedy,1.968,1.792,1.55,1.313,1.436,1.575,8_scenario_10,road4,jerk,sunny_night,greedy
8_scenario_11|road4|jerk|sunny_night|greedy,1.559,1.272,1.042,0.787,0.19,1.603,8_scenario_11,road4,jerk,sunny_night,greedy
8_scenario_12|road4|jerk|sunny_night|greedy,1.24,0.927,0.001,0.0,0.0,0.0,8_scenario_12,road4,jerk,sunny_night,greedy
8_scenario_2|road4|jerk|sunny_night|greedy,8.896,7.778,5.357,3.66,5.013,7.245,8_scenario_2,road4,jerk,sunny_night,greedy
8_scenario_3|road4|jerk|sunny_night|greedy,8.154,7.811,9.003,9.102,9.21,9.475,8_scenario_3,road4,jerk,sunny_night,greedy
8_scenario_4|road4|jerk|sunny_night|greedy,9.729,10.02,10.106,10.197,7.61,6.516,8_scenario_4,road4,jerk,sunny_night,greedy
8_scenario_5|road4|jerk|sunny_night|greedy,5.922,5.797,5.511,5.618,5.666,4.535,8_scenario_5,road4,jerk,sunny_night,greedy
8_scenario_6|road4|jerk|sunny_night|greedy,6.381,5.452,6.788,8.412,8.78,8.713,8_scenario_6,road4,jerk,sunny_night,greedy
8_scenario_7|road4|jerk|sunny_night|greedy,8.313,7.36,7.082,6.83,6.604,6.277,8_scenario_7,road4,jerk,sunny_night,greedy
8_scenario_8|road4|jerk|sunny_night|greedy,5.539,4.601,4.421,4.256,4.093,3.836,8_scenario_8,road4,jerk,sunny_night,greedy
8_scenario_9|road4|jerk|sunny_night|greedy,3.589,2.564,2.775,1.768,1.527,1.674,8_scenario_9,road4,jerk,sunny_night,greedy
9_scenario_0|road4|jerk|sunny_night|greedy,0.001,1.732,4.118,5.597,7.113,8.215,9_scenario_0,road4,jerk,sunny_night,greedy
9_scenario_1|road4|jerk|sunny_night|greedy,8.624,8.898,9.021,9.121,9.221,8.656,9_scenario_1,road4,jerk,sunny_night,greedy
9_scenario_10|road4|jerk|sunny_night|greedy,1.848,1.547,1.311,1.148,1.617,1.432,9_scenario_10,road4,jerk,sunny_night,greedy
9_scenario_11|road4|jerk|sunny_night|greedy,1.112,0.858,0.007,1.495,1.215,0.877,9_scenario_11,road4,jerk,sunny_night,greedy
9_scenario_12|road4|jerk|sunny_night|greedy,0.001,0.058,1.376,0.001,0.824,0.001,9_scenario_12,road4,jerk,sunny_night,greedy
9_scenario_2|road4|jerk|sunny_night|greedy,8.727,8.828,8.943,9.056,9.16,9.334,9_scenario_2,road4,jerk,sunny_night,greedy
9_scenario_3|road4|jerk|sunny_night|greedy,9.6,9.871,9.961,10.051,10.14,10.229,9_scenario_3,road4,jerk,sunny_night,greedy
9_scenario_4|road4|jerk|sunny_night|greedy,10.314,8.109,7.159,6.211,5.467,5.329,9_scenario_4,road4,jerk,sunny_night,greedy
9_scenario_5|road4|jerk|sunny_night|greedy,5.45,6.444,4.517,5.69,4.687,6.547,9_scenario_5,road4,jerk,sunny_night,greedy
9_scenario_6|road4|jerk|sunny_night|greedy,6.775,7.412,7.939,8.628,8.303,7.958,9_scenario_6,road4,jerk,sunny_night,greedy
9_scenario_7|road4|jerk|sunny_night|greedy,7.095,6.241,5.985,5.183,4.913,4.74,9_scenario_7,road4,jerk,sunny_night,greedy
9_scenario_8|road4|jerk|sunny_night|greedy,4.521,4.011,3.896,4.035,3.686,3.445,9_scenario_8,road4,jerk,sunny_night,greedy
9_scenario_9|road4|jerk|sunny_night|greedy,3.208,2.384,2.174,1.949,1.803,1.976,9_scenario_9,road4,jerk,sunny_night,greedy
0_scenario_0|road1|ttc|rain_day|greedy,0.32,1.77,4.005,5.822,7.122,7.234,0_scenario_0,road1,ttc,rain_day,greedy
0_scenario_1|road1|ttc|rain_day|greedy,7.339,7.142,7.627,7.759,7.881,7.606,0_scenario_1,road1,ttc,rain_day,greedy
0_scenario_10|road1|ttc|rain_day|greedy,8.497,7.153,5.707,4.671,3.615,4.938,0_scenario_10,road1,ttc,rain_day,greedy
0_scenario_11|road1|ttc|rain_day|greedy,5.217,4.553,4.305,3.826,3.629,3.361,0_scenario_11,road1,ttc,rain_day,greedy
0_scenario_12|road1|ttc|rain_day|greedy,3.716,3.063,2.869,2.628,1.681,1.828,0_scenario_12,road1,ttc,rain_day,greedy
0_scenario_13|road1|ttc|rain_day|greedy,2.412,2.1,1.808,1.63,2.26,1.601,0_scenario_13,road1,ttc,rain_day,greedy
0_scenario_14|road1|ttc|rain_day|greedy,1.275,1.047,1.159,1.33,1.127,0.873,0_scenario_14,road1,ttc,rain_day,greedy
0_scenario_15|road1|ttc|rain_day|greedy,0.998,0.772,0.049,1.712,1.447,1.071,0_scenario_15,road1,ttc,rain_day,greedy
0_scenario_2|road1|ttc|rain_day|greedy,7.135,6.032,5.785,5.823,5.613,3.882,0_scenario_2,road1,ttc,rain_day,greedy
0_scenario_3|road1|ttc|rain_day|greedy,4.103,3.037,3.228,4.538,6.444,6.519,0_scenario_3,road1,ttc,rain_day,greedy
0_scenario_4|road1|ttc|rain_day|greedy,6.645,6.36,5.5,5.579,5.551,6.065,0_scenario_4,road1,ttc,rain_day,greedy
0_scenario_5|road1|ttc|rain_day|greedy,5.971,4.937,4.364,4.601,6.118,6.342,0_scenario_5,road1,ttc,rain_day,greedy
0_scenario_6|road1|ttc|rain_day|greedy,7.659,8.539,8.153,8.209,8.232,8.611,0_scenario_6,road1,ttc,rain_day,greedy
0_scenario_7|road1|ttc|rain_day|greedy,8.905,9.017,9.12,9.229,9.493,9.733,0_scenario_7,road1,ttc,rain_day,greedy
0_scenario_8|road1|ttc|rain_day|greedy,10.055,10.144,9.637,9.86,9.965,10.058,0_scenario_8,road1,ttc,rain_day,greedy
0_scenario_9|road1|ttc|rain_day|greedy,9.045,7.992,8.16,6.663,8.636,8.71,0_scenario_9,road1,ttc,rain_day,greedy
10_scenario_0|road1|ttc|rain_day|greedy,0.251,1.454,3.736,5.44,7.07,8.434,10_scenario_0,road1,ttc,rain_day,greedy
10_scenario_1|road1|ttc|rain_day|greedy,8.619,8.918,9.033,9.136,9.256,9.521,10_scenario_1,road1,ttc,rain_day,greedy
10_scenario_10|road1|ttc|rain_day|greedy,8.023,7.26,6.298,6.24,5.303,5.063,10_scenario_10,road1,ttc,rain_day,greedy
10_scenario_11|road1|ttc|rain_day|greedy,4.812,4.034,4.023,3.835,3.301,3.099,10_scenario_11,road1,ttc,rain_day,greedy
10_scenario_12|road1|ttc|rain_day|greedy,3.298,2.755,2.522,2.815,2.29,1.844,10_scenario_12,road1,ttc,rain_day,greedy
10_scenario_13|road1|ttc|rain_day|greedy,1.65,1.456,1.562,1.894,1.625,1.354,10_scenario_13,road1,ttc,rain_day,greedy
10_scenario_14|road1|ttc|rain_day|greedy,1.137,0.947,1.312,1.109,0.855,1.01,10_scenario_14,road1,ttc,rain_day,greedy
10_scenario_15|road1|ttc|rain_day|greedy,0.812,0.17,1.257,0.993,0.686,0.001,10_scenario_15,road1,ttc,rain_day,greedy
10_scenario_2|road1|ttc|rain_day|greedy,9.791,10.071,10.162,10.251,10.338,10.425,10_scenario_2,road1,ttc,rain_day,greedy
10_scenario_3|road1|ttc|rain_day|greedy,8.176,7.502,6.305,5.793,5.807,4.075,10_scenario_3,road1,ttc,rain_day,greedy
10_scenario_4|road1|ttc|rain_day|greedy,5.908,5.019,7.012,7.782,6.16,4.513,10_scenario_4,road1,ttc,rain_day,greedy
10_scenario_5|road1|ttc|rain_day|greedy,6.672,7.173,8.238,8.765,7.287,6.013,10_scenario_5,road1,ttc,rain_day,greedy
10_scenario_6|road1|ttc|rain_day|greedy,7.255,7.469,7.625,7.063,7.173,6.642,10_scenario_6,road1,ttc,rain_day,greedy
10_scenario_7|road1|ttc|rain_day|greedy,6.754,5.858,7.131,5.962,4.945,4.515,10_scenario_7,road1,ttc,rain_day,greedy
10_scenario_8|road1|ttc|rain_day|greedy,4.696,6.541,6.733,6.882,5.817,5.157,10_scenario_8,road1,ttc,rain_day,greedy
10_scenario_9|road1|ttc|rain_day|greedy,6.114,6.614,6.453,8.044,6.977,8.29,10_scenario_9,road1,ttc,rain_day,greedy
11_scenario_0|road1|ttc|rain_day|greedy,0.25,1.458,3.816,5.828,6.549,5.648,11_scenario_0,road1,ttc,rain_day,greedy
11_scenario_1|road1|ttc|rain_day|greedy,4.615,3.711,2.255,3.752,3.94,2.15,11_scenario_1,road1,ttc,rain_day,greedy
11_scenario_2_pedestrian|road1|ttc|rain_day|greedy,4.037,3.092,4.31,4.25,5.427,7.032,11_scenario_2_pedestrian,road1,ttc,rain_day,greedy
12_scenario_0|road1|ttc|rain_day|greedy,0.25,1.605,4.003,5.982,7.723,8.231,12_scenario_0,road1,ttc,rain_day,greedy
12_scenario_1|road1|ttc|rain_day|greedy,8.74,8.841,8.942,9.085,9.184,9.407,12_scenario_1,road1,ttc,rain_day,greedy
12_scenario_10|road1|ttc|rain_day|greedy,4.241,5.725,7.356,7.501,6.734,6.387,12_scenario_10,road1,ttc,rain_day,greedy
12_scenario_11|road1|ttc|rain_day|greedy,5.434,4.305,5.599,4.616,3.545,3.109,12_scenario_11,road1,ttc,rain_day,greedy
12_scenario_12|road1|ttc|rain_day|greedy,2.094,1.376,2.481,2.612,2.181,1.96,12_scenario_12,road1,ttc,rain_day,greedy
12_scenario_13|road1|ttc|rain_day|greedy,1.993,1.724,1.486,1.58,1.656,1.402,12_scenario_13,road1,ttc,rain_day,greedy
12_scenario_14|road1|ttc|rain_day|greedy,1.166,0.988,1.143,1.462,1.181,0.906,12_scenario_14,road1,ttc,rain_day,greedy
12_scenario_15|road1|ttc|rain_day|greedy,0.139,1.635,0.001,0.0,0.0,0.0,12_scenario_15,road1,ttc,rain_day,greedy
12_scenario_16|road1|ttc|rain_day|greedy,0.0,1.461,1.223,0.002,0.0,0.0,12_scenario_16,road1,ttc,rain_day,greedy
12_scenario_17|road1|ttc|rain_day|greedy,0.0,0.0,1.806,0.002,0.04,0.252,12_scenario_17,road1,ttc,rain_day,greedy
12_scenario_18|road1|ttc|rain_day|greedy,0.0,0.0,0.745,0.001,0.901,0.001,12_scenario_18,road1,ttc,rain_day,greedy
12_scenario_2|road1|ttc|rain_day|greedy,9.66,9.921,10.016,9.062,8.602,7.329,12_scenario_2,road1,ttc,rain_day,greedy
12_scenario_3|road1|ttc|rain_day|greedy,6.726,6.149,5.665,5.464,5.694,5.945,12_scenario_3,road1,ttc,rain_day,greedy
12_scenario_4|road1|ttc|rain_day|greedy,6.068,4.854,6.403,6.553,5.481,4.748,12_scenario_4,road1,ttc,rain_day,greedy
12_scenario_5|road1|ttc|rain_day|greedy,6.551,6.703,5.148,3.979,3.501,4.965,12_scenario_5,road1,ttc,rain_day,greedy
12_scenario_6|road1|ttc|rain_day|greedy,6.413,6.12,5.606,7.049,8.047,8.354,12_scenario_6,road1,ttc,rain_day,greedy
12_scenario_7|road1|ttc|rain_day|greedy,7.328,6.456,8.305,8.771,8.874,8.978,12_scenario_7,road1,ttc,rain_day,greedy
12_scenario_8|road1|ttc|rain_day|greedy,9.063,9.174,9.376,9.634,9.876,8.841,12_scenario_8,road1,ttc,rain_day,greedy
12_scenario_9|road1|ttc|rain_day|greedy,7.545,6.604,5.618,4.494,3.437,4.522,12_scenario_9,road1,ttc,rain_day,greedy
13_scenario_0|road1|ttc|rain_day|greedy,0.251,1.513,3.809,5.249,6.979,8.48,13_scenario_0,road1,ttc,rain_day,greedy
13_scenario_1|road1|ttc|rain_day|greedy,8.889,8.989,9.112,9.215,9.478,9.744,13_scenario_1,road1,ttc,rain_day,greedy
13_scenario_10|road1|ttc|rain_day|greedy,4.995,4.249,4.31,4.079,3.9,3.67,13_scenario_10,road1,ttc,rain_day,greedy
13_scenario_11|road1|ttc|rain_day|greedy,3.458,2.732,3.32,2.453,2.266,2.011,13_scenario_11,road1,ttc,rain_day,greedy
13_scenario_12|road1|ttc|rain_day|greedy,1.795,1.549,1.326,1.573,1.492,1.393,13_scenario_12,road1,ttc,rain_day,greedy
13_scenario_13|road1|ttc|rain_day|greedy,1.111,0.877,1.016,1.829,1.42,0.002,13_scenario_13,road1,ttc,rain_day,greedy
13_scenario_14|road1|ttc|rain_day|greedy,0.796,1.366,0.454,0.001,1.488,0.001,13_scenario_14,road1,ttc,rain_day,greedy
13_scenario_2|road1|ttc|rain_day|greedy,9.989,10.081,10.168,10.255,10.34,10.428,13_scenario_2,road1,ttc,rain_day,greedy
13_scenario_3|road1|ttc|rain_day|greedy,10.513,8.131,6.47,5.643,5.553,3.202,13_scenario_3,road1,ttc,rain_day,greedy
13_scenario_4|road1|ttc|rain_day|greedy,4.559,5.929,7.975,8.25,9.649,9.933,13_scenario_4,road1,ttc,rain_day,greedy
13_scenario_5|road1|ttc|rain_day|greedy,10.022,10.109,10.197,10.281,10.364,10.453,13_scenario_5,road1,ttc,rain_day,greedy
13_scenario_6|road1|ttc|rain_day|greedy,10.539,10.619,10.7,10.232,10.141,10.219,13_scenario_6,road1,ttc,rain_day,greedy
13_scenario_7|road1|ttc|rain_day|greedy,9.549,8.498,6.758,5.69,4.574,3.513,13_scenario_7,road1,ttc,rain_day,greedy
13_scenario_8|road1|ttc|rain_day|greedy,4.797,3.905,2.612,3.61,5.312,6.53,13_scenario_8,road1,ttc,rain_day,greedy
13_scenario_9|road1|ttc|rain_day|greedy,6.113,7.13,6.345,6.006,6.121,5.87,13_scenario_9,road1,ttc,rain_day,greedy
14_scenario_0|road1|ttc|rain_day|greedy,0.25,1.362,3.69,5.422,7.257,8.519,14_scenario_0,road1,ttc,rain_day,greedy
14_scenario_1|road1|ttc|rain_day|greedy,8.697,8.842,8.945,9.076,9.175,9.389,14_scenario_1,road1,ttc,rain_day,greedy
14_scenario_10|road1|ttc|rain_day|greedy,4.893,4.229,3.592,3.537,3.368,3.009,14_scenario_10,road1,ttc,rain_day,greedy
14_scenario_11|road1|ttc|rain_day|greedy,2.841,2.537,2.251,1.834,2.231,1.963,14_scenario_11,road1,ttc,rain_day,greedy
14_scenario_12|road1|ttc|rain_day|greedy,1.422,1.603,2.127,1.533,1.246,1.013,14_scenario_12,road1,ttc,rain_day,greedy
14_scenario_13|road1|ttc|rain_day|greedy,1.211,1.145,0.834,0.001,1.583,1.315,14_scenario_13,road1,ttc,rain_day,greedy
14_scenario_14|road1|ttc|rain_day|greedy,0.989,0.687,0.001,1.435,1.155,0.001,14_scenario_14,road1,ttc,rain_day,greedy
14_scenario_2|road1|ttc|rain_day|greedy,9.654,9.941,10.04,10.131,10.221,10.307,14_scenario_2,road1,ttc,rain_day,greedy
14_scenario_3|road1|ttc|rain_day|greedy,10.391,7.811,6.512,6.067,5.898,4.113,14_scenario_3,road1,ttc,rain_day,greedy
14_scenario_4|road1|ttc|rain_day|greedy,5.811,4.689,6.721,6.902,8.265,9.081,14_scenario_4,road1,ttc,rain_day,greedy
14_scenario_5|road1|ttc|rain_day|greedy,9.194,9.442,9.689,9.999,10.088,10.18,14_scenario_5,road1,ttc,rain_day,greedy
14_scenario_6|road1|ttc|rain_day|greedy,10.27,10.356,9.539,8.448,7.5,6.826,14_scenario_6,road1,ttc,rain_day,greedy
14_scenario_7|road1|ttc|rain_day|greedy,6.587,6.896,8.4,9.902,10.004,8.827,14_scenario_7,road1,ttc,rain_day,greedy
14_scenario_8|road1|ttc|rain_day|greedy,7.198,6.023,7.137,8.142,7.767,7.279,14_scenario_8,road1,ttc,rain_day,greedy
14_scenario_9|road1|ttc|rain_day|greedy,6.842,6.16,5.879,5.247,4.216,3.143,14_scenario_9,road1,ttc,rain_day,greedy
15_scenario_0|road1|ttc|rain_day|greedy,0.25,0.067,0.542,2.477,4.319,5.591,15_scenario_0,road1,ttc,rain_day,greedy
15_scenario_1|road1|ttc|rain_day|greedy,5.789,7.744,7.21,5.946,4.975,5.333,15_scenario_1,road1,ttc,rain_day,greedy
15_scenario_10|road1|ttc|rain_day|greedy,7.278,6.86,6.59,6.176,5.007,5.083,15_scenario_10,road1,ttc,rain_day,greedy
15_scenario_11|road1|ttc|rain_day|greedy,4.763,4.112,3.879,3.62,3.74,3.517,15_scenario_11,road1,ttc,rain_day,greedy
15_scenario_12|road1|ttc|rain_day|greedy,3.292,2.803,2.522,2.275,2.278,2.149,15_scenario_12,road1,ttc,rain_day,greedy
15_scenario_13|road1|ttc|rain_day|greedy,1.865,1.744,1.565,1.743,1.704,1.532,15_scenario_13,road1,ttc,rain_day,greedy
15_scenario_14|road1|ttc|rain_day|greedy,1.267,1.038,1.712,1.32,1.021,0.001,15_scenario_14,road1,ttc,rain_day,greedy
15_scenario_15|road1|ttc|rain_day|greedy,1.509,1.37,0.002,0.655,1.138,0.856,15_scenario_15,road1,ttc,rain_day,greedy
15_scenario_2|road1|ttc|rain_day|greedy,5.532,6.793,6.919,7.05,8.409,8.555,15_scenario_2,road1,ttc,rain_day,greedy
15_scenario_3|road1|ttc|rain_day|greedy,8.699,7.499,7.543,7.26,6.346,6.051,15_scenario_3,road1,ttc,rain_day,greedy
15_scenario_4|road1|ttc|rain_day|greedy,5.952,5.611,5.356,5.146,5.389,5.555,15_scenario_4,road1,ttc,rain_day,greedy
15_scenario_5|road1|ttc|rain_day|greedy,5.675,4.711,6.188,7.476,7.867,8.219,15_scenario_5,road1,ttc,rain_day,greedy
15_scenario_6|road1|ttc|rain_day|greedy,8.328,8.44,8.553,8.666,8.861,8.577,15_scenario_6,road1,ttc,rain_day,greedy
15_scenario_7|road1|ttc|rain_day|greedy,8.676,8.862,8.961,9.061,9.161,9.309,15_scenario_7,road1,ttc,rain_day,greedy
15_scenario_8|road1|ttc|rain_day|greedy,9.575,9.823,10.035,10.124,10.216,9.667,15_scenario_8,road1,ttc,rain_day,greedy
15_scenario_9|road1|ttc|rain_day|greedy,8.619,8.903,7.409,5.932,4.802,6.098,15_scenario_9,road1,ttc,rain_day,greedy
16_scenario_0|road1|ttc|rain_day|greedy,0.264,1.563,3.744,5.366,6.884,8.024,16_scenario_0,road1,ttc,rain_day,greedy
16_scenario_1|road1|ttc|rain_day|greedy,9.385,9.638,9.921,10.018,10.106,10.195,16_scenario_1,road1,ttc,rain_day,greedy
16_scenario_10|road1|ttc|rain_day|greedy,1.325,0.891,2.832,1.789,1.249,2.363,16_scenario_10,road1,ttc,rain_day,greedy
16_scenario_11|road1|ttc|rain_day|greedy,4.527,5.748,4.774,3.7,2.646,4.187,16_scenario_11,road1,ttc,rain_day,greedy
16_scenario_12|road1|ttc|rain_day|greedy,3.774,3.292,3.226,3.004,3.721,2.961,16_scenario_12,road1,ttc,rain_day,greedy
16_scenario_13|road1|ttc|rain_day|greedy,2.404,2.058,1.836,2.008,1.753,1.536,16_scenario_13,road1,ttc,rain_day,greedy
16_scenario_14|road1|ttc|rain_day|greedy,1.675,1.46,1.224,1.652,1.385,1.087,16_scenario_14,road1,ttc,rain_day,greedy
16_scenario_15|road1|ttc|rain_day|greedy,0.854,0.068,1.357,1.278,0.542,0.527,16_scenario_15,road1,ttc,rain_day,greedy
16_scenario_2|road1|ttc|rain_day|greedy,10.283,10.369,10.455,10.541,10.628,10.708,16_scenario_2,road1,ttc,rain_day,greedy
16_scenario_3|road1|ttc|rain_day|greedy,8.251,7.433,6.119,5.781,3.702,5.198,16_scenario_3,road1,ttc,rain_day,greedy
16_scenario_4|road1|ttc|rain_day|greedy,7.292,5.891,7.852,8.252,9.171,9.359,16_scenario_4,road1,ttc,rain_day,greedy
16_scenario_5|road1|ttc|rain_day|greedy,9.614,9.9,10.0,10.092,10.181,10.267,16_scenario_5,road1,ttc,rain_day,greedy
16_scenario_6|road1|ttc|rain_day|greedy,10.357,10.445,10.531,9.35,8.469,6.854,16_scenario_6,road1,ttc,rain_day,greedy
16_scenario_7|road1|ttc|rain_day|greedy,5.657,4.705,3.789,2.72,1.744,1.855,16_scenario_7,road1,ttc,rain_day,greedy
16_scenario_8|road1|ttc|rain_day|greedy,2.907,4.282,6.004,7.454,7.951,8.179,16_scenario_8,road1,ttc,rain_day,greedy
16_scenario_9|road1|ttc|rain_day|greedy,6.999,6.026,4.975,3.927,2.87,1.829,16_scenario_9,road1,ttc,rain_day,greedy
17_scenario_0|road1|ttc|rain_day|greedy,0.25,1.396,3.703,5.164,6.688,8.464,17_scenario_0,road1,ttc,rain_day,greedy
17_scenario_1|road1|ttc|rain_day|greedy,8.678,8.874,8.976,9.131,9.242,9.502,17_scenario_1,road1,ttc,rain_day,greedy
17_scenario_10|road1|ttc|rain_day|greedy,5.582,4.64,4.353,3.96,3.592,3.361,17_scenario_10,road1,ttc,rain_day,greedy
17_scenario_11|road1|ttc|rain_day|greedy,3.237,2.788,2.693,2.198,2.065,1.973,17_scenario_11,road1,ttc,rain_day,greedy
17_scenario_12|road1|ttc|rain_day|greedy,1.909,1.837,1.632,1.43,1.597,1.383,17_scenario_12,road1,ttc,rain_day,greedy
17_scenario_13|road1|ttc|rain_day|greedy,1.809,1.515,1.23,0.997,1.115,1.838,17_scenario_13,road1,ttc,rain_day,greedy
17_scenario_14|road1|ttc|rain_day|greedy,1.436,1.092,0.803,0.006,1.466,1.236,17_scenario_14,road1,ttc,rain_day,greedy
17_scenario_2|road1|ttc|rain_day|greedy,9.75,9.999,8.211,6.357,6.394,6.555,17_scenario_2,road1,ttc,rain_day,greedy
17_scenario_3|road1|ttc|rain_day|greedy,6.639,6.354,5.793,5.541,5.711,5.957,17_scenario_3,road1,ttc,rain_day,greedy
17_scenario_4|road1|ttc|rain_day|greedy,6.119,6.811,5.326,6.763,5.001,6.929,17_scenario_4,road1,ttc,rain_day,greedy
17_scenario_5|road1|ttc|rain_day|greedy,8.551,9.022,6.777,7.201,8.051,8.353,17_scenario_5,road1,ttc,rain_day,greedy
17_scenario_6|road1|ttc|rain_day|greedy,9.618,9.893,9.986,10.075,10.167,10.257,17_scenario_6,road1,ttc,rain_day,greedy
17_scenario_7|road1|ttc|rain_day|greedy,10.342,10.427,7.84,6.786,6.357,8.234,17_scenario_7,road1,ttc,rain_day,greedy
17_scenario_8|road1|ttc|rain_day|greedy,8.392,9.057,8.188,8.297,8.47,8.664,17_scenario_8,road1,ttc,rain_day,greedy
17_scenario_9|road1|ttc|rain_day|greedy,7.345,7.381,7.262,6.736,6.073,5.847,17_scenario_9,road1,ttc,rain_day,greedy
18_scenario_0|road1|ttc|rain_day|greedy,0.25,1.366,0.825,1.148,3.355,4.788,18_scenario_0,road1,ttc,rain_day,greedy
18_scenario_1|road1|ttc|rain_day|greedy,6.304,5.975,7.31,8.079,9.444,9.696,18_scenario_1,road1,ttc,rain_day,greedy
18_scenario_10|road1|ttc|rain_day|greedy,2.541,3.787,5.003,5.06,4.44,3.421,18_scenario_10,road1,ttc,rain_day,greedy
18_scenario_11|road1|ttc|rain_day|greedy,2.387,1.404,0.985,0.001,0.0,0.0,18_scenario_11,road1,ttc,rain_day,greedy
18_scenario_12|road1|ttc|rain_day|greedy,1.429,2.459,2.782,1.773,1.286,2.737,18_scenario_12,road1,ttc,rain_day,greedy
18_scenario_13|road1|ttc|rain_day|greedy,2.537,1.476,2.253,1.389,0.982,1.629,18_scenario_13,road1,ttc,rain_day,greedy
18_scenario_14|road1|ttc|rain_day|greedy,2.459,1.703,1.361,1.127,0.207,0.0,18_scenario_14,road1,ttc,rain_day,greedy
18_scenario_15|road1|ttc|rain_day|greedy,1.372,1.588,1.266,0.975,0.478,1.67,18_scenario_15,road1,ttc,rain_day,greedy
18_scenario_16|road1|ttc|rain_day|greedy,1.246,0.809,0.04,0.0,1.784,0.193,18_scenario_16,road1,ttc,rain_day,greedy
18_scenario_2|road1|ttc|rain_day|greedy,10.021,10.117,9.562,8.931,7.346,6.258,18_scenario_2,road1,ttc,rain_day,greedy
18_scenario_3|road1|ttc|rain_day|greedy,6.414,5.561,6.294,6.434,6.396,6.134,18_scenario_3,road1,ttc,rain_day,greedy
18_scenario_4|road1|ttc|rain_day|greedy,5.906,6.552,6.025,6.107,6.186,4.074,18_scenario_4,road1,ttc,rain_day,greedy
18_scenario_5|road1|ttc|rain_day|greedy,5.596,7.06,8.018,8.881,8.994,9.156,18_scenario_5,road1,ttc,rain_day,greedy
18_scenario_6|road1|ttc|rain_day|greedy,9.303,9.568,9.84,9.959,10.05,10.137,18_scenario_6,road1,ttc,rain_day,greedy
18_scenario_7|road1|ttc|rain_day|greedy,10.224,10.313,10.397,10.482,10.568,10.652,18_scenario_7,road1,ttc,rain_day,greedy
18_scenario_8|road1|ttc|rain_day|greedy,10.736,9.836,8.687,8.682,8.769,8.878,18_scenario_8,road1,ttc,rain_day,greedy
18_scenario_9|road1|ttc|rain_day|greedy,8.978,9.09,7.092,5.668,4.558,3.5,18_scenario_9,road1,ttc,rain_day,greedy
19_scenario_0|road1|ttc|rain_day|greedy,0.276,1.725,4.142,5.891,6.546,8.143,19_scenario_0,road1,ttc,rain_day,greedy
